epoch,split,loss,l1_loss,l2_loss,l3_loss,l1_acc,l2_acc,l3_acc,overall_acc,count_l3,lr
1,train,0.915097,0.076704,1.008167,2.107369,0.972321,0.537161,0.000000,0.179946,0,0.00005000
1,val,2.939011,0.115738,0.720071,2.103202,0.973714,0.742000,0.124025,0.473143,3846,0.00004998
1,test,2.930194,0.111795,0.708305,2.110094,0.970857,0.755429,0.121299,0.469571,3850,0.00004998
2,train,0.414788,0.058584,0.869455,2.106793,0.980679,0.648429,0.000000,0.198589,0,0.00004998
2,val,2.829206,0.071811,0.656862,2.100533,0.983000,0.765571,0.117525,0.481571,3846,0.00004992
2,test,2.824199,0.071989,0.650624,2.101586,0.982429,0.774429,0.119481,0.482429,3850,0.00004992
3,train,-0.004869,0.052761,0.804810,2.101631,0.982036,0.691161,0.000000,0.204625,0,0.00004992
3,val,2.840396,0.104359,0.639242,2.096795,0.970143,0.779714,0.119865,0.467571,3846,0.00004983
3,test,2.853852,0.108251,0.644920,2.100681,0.967429,0.782143,0.121558,0.467143,3850,0.00004983
4,train,-0.434831,0.050482,0.731037,2.103121,0.982589,0.736518,0.000000,0.210464,0,0.00004983
4,val,2.784622,0.078536,0.607184,2.098902,0.980857,0.804714,0.126625,0.483714,3846,0.00004969
4,test,2.780025,0.074608,0.604811,2.100606,0.980429,0.809714,0.117662,0.479857,3850,0.00004969
5,train,-0.870048,0.046781,0.660737,2.101793,0.983964,0.781304,0.000000,0.214911,0,0.00004969
5,val,2.745101,0.059956,0.585725,2.099420,0.985571,0.818429,0.119345,0.487000,3846,0.00004952
5,test,2.746178,0.060718,0.582890,2.102569,0.984571,0.821000,0.109091,0.481286,3850,0.00004952
6,train,-1.323670,0.042151,0.585488,2.102450,0.986000,0.822714,0.000000,0.217125,0,0.00004952
6,val,2.724561,0.062824,0.562232,2.099505,0.981286,0.830286,0.111544,0.480571,3846,0.00004931
6,test,2.716572,0.065002,0.552427,2.099143,0.980286,0.841714,0.115065,0.482714,3850,0.00004931
7,train,-1.767249,0.042285,0.515285,2.101383,0.985357,0.861768,0.000000,0.223982,0,0.00004931
7,val,2.739929,0.075119,0.564708,2.100102,0.979714,0.837857,0.111024,0.479714,3846,0.00004906
7,test,2.724653,0.072244,0.553091,2.099319,0.979857,0.846143,0.118961,0.482429,3850,0.00004906
8,train,-2.208480,0.041892,0.451989,2.104612,0.985286,0.893750,0.000000,0.225446,0,0.00004906
8,val,2.774197,0.077681,0.593924,2.102592,0.978571,0.834286,0.117005,0.482000,3846,0.00004878
8,test,2.761995,0.091359,0.571292,2.099344,0.977286,0.844286,0.120000,0.485714,3850,0.00004878
9,train,4.002986,0.037352,0.431017,1.782518,0.986875,0.906446,0.345756,0.407893,48219,0.00004878
9,val,2.231295,0.059306,0.533641,1.638348,0.985857,0.855000,0.421217,0.627143,3846,0.00004845
9,test,2.196100,0.060106,0.510016,1.625977,0.986000,0.868286,0.425714,0.631714,3850,0.00004845
10,train,1.690499,0.035725,0.410812,1.341560,0.987143,0.918107,0.558054,0.583875,48205,0.00004845
10,val,2.021594,0.042178,0.511023,1.468393,0.988286,0.869857,0.492200,0.668857,3846,0.00004810
10,test,1.996863,0.043127,0.495460,1.458276,0.989286,0.874714,0.515065,0.678571,3850,0.00004810
11,train,0.288850,0.033637,0.368876,1.054603,0.987929,0.939143,0.685701,0.697839,48193,0.00004810
11,val,1.879921,0.057742,0.509621,1.312558,0.983714,0.873714,0.570983,0.700000,3846,0.00004770
11,test,1.840731,0.056734,0.482428,1.301569,0.984714,0.885857,0.582338,0.713000,3850,0.00004770
12,train,-0.692418,0.029526,0.334721,0.830030,0.989946,0.955393,0.781830,0.786143,48201,0.00004770
12,val,1.798770,0.048892,0.474021,1.275857,0.986286,0.885429,0.613105,0.727429,3846,0.00004728
12,test,1.731996,0.047936,0.464748,1.219312,0.988571,0.893714,0.627013,0.740000,3850,0.00004728
13,train,-1.301344,0.028681,0.314100,0.673660,0.990232,0.964607,0.850265,0.848875,48125,0.00004728
13,val,1.672656,0.052017,0.467406,1.153233,0.986714,0.891000,0.657306,0.749714,3846,0.00004681
13,test,1.653020,0.058997,0.452904,1.141120,0.984571,0.898286,0.654286,0.754571,3850,0.00004681
14,train,-1.735327,0.025923,0.293210,0.567279,0.991125,0.974107,0.895784,0.893393,48246,0.00004681
14,val,1.625171,0.056382,0.447531,1.121259,0.985857,0.902857,0.678887,0.769000,3846,0.00004632
14,test,1.613647,0.049601,0.434488,1.129558,0.987000,0.907857,0.678442,0.768714,3850,0.00004632
15,train,-2.004009,0.026403,0.281448,0.498317,0.991464,0.980000,0.924784,0.921821,48221,0.00004632
15,val,1.541623,0.060006,0.435088,1.046529,0.987143,0.909429,0.709308,0.785429,3846,0.00004579
15,test,1.516359,0.049464,0.422291,1.044604,0.988571,0.908571,0.707532,0.788143,3850,0.00004579
16,train,-2.243749,0.024658,0.270685,0.450332,0.991786,0.982893,0.945067,0.940804,48222,0.00004579
16,val,1.493999,0.069272,0.425751,0.998976,0.986857,0.912429,0.728289,0.798143,3846,0.00004523
16,test,1.484796,0.072683,0.414355,0.997758,0.987286,0.914143,0.728312,0.799286,3850,0.00004523
17,train,-2.467330,0.022079,0.260157,0.416841,0.993304,0.986875,0.957974,0.955018,47994,0.00004523
17,val,1.421212,0.067033,0.405347,0.948831,0.984857,0.916429,0.749610,0.809714,3846,0.00004463
17,test,1.409747,0.065034,0.397711,0.947002,0.985571,0.921143,0.747273,0.811000,3850,0.00004463
18,train,-2.639494,0.021707,0.253794,0.386981,0.993857,0.988964,0.969230,0.966089,48197,0.00004463
18,val,1.402460,0.064173,0.400293,0.937994,0.988714,0.923143,0.748050,0.815571,3846,0.00004401
18,test,1.375732,0.064422,0.392173,0.919136,0.989000,0.926286,0.750909,0.820000,3850,0.00004401
19,train,-2.787709,0.020823,0.247786,0.367946,0.994554,0.990786,0.975518,0.973161,48157,0.00004401
19,val,1.361428,0.068827,0.404975,0.887626,0.984714,0.919143,0.774311,0.822000,3846,0.00004336
19,test,1.369352,0.066402,0.390876,0.912074,0.987143,0.925286,0.759740,0.819286,3850,0.00004336
20,train,-2.991159,0.016714,0.241400,0.348048,0.995679,0.992196,0.981619,0.978875,48312,0.00004336
20,val,1.354120,0.083838,0.389826,0.880456,0.984286,0.921429,0.777951,0.827714,3846,0.00004268
20,test,1.319018,0.082612,0.386035,0.850371,0.985286,0.924857,0.782338,0.831000,3850,0.00004268
21,train,-3.108272,0.016549,0.237471,0.334334,0.995571,0.993125,0.985059,0.982089,48322,0.00004268
21,val,1.292001,0.075418,0.377298,0.839285,0.989143,0.931571,0.789652,0.843857,3846,0.00004197
21,test,1.263329,0.068933,0.365640,0.828756,0.989857,0.933571,0.788312,0.842429,3850,0.00004197
22,train,-3.257238,0.014410,0.233116,0.322400,0.996196,0.994143,0.988114,0.985625,48291,0.00004197
22,val,1.297950,0.094295,0.380870,0.822785,0.987571,0.929143,0.794592,0.843286,3846,0.00004124
22,test,1.299585,0.086487,0.366361,0.846737,0.988143,0.933571,0.786494,0.841429,3850,0.00004124
23,train,-3.394211,0.012547,0.228794,0.313965,0.996946,0.994857,0.990334,0.987875,48210,0.00004124
23,val,1.281991,0.101779,0.376976,0.803236,0.988143,0.927286,0.801872,0.845429,3846,0.00004048
23,test,1.273120,0.096409,0.369379,0.807332,0.990143,0.930429,0.799740,0.849714,3850,0.00004048
24,train,-3.489718,0.012164,0.225982,0.306964,0.997071,0.995482,0.990853,0.988875,48322,0.00004048
24,val,1.262795,0.094804,0.375481,0.792510,0.988857,0.928286,0.808632,0.849143,3846,0.00003969
24,test,1.262318,0.082704,0.365475,0.814139,0.990571,0.933143,0.795844,0.848286,3850,0.00003969
25,train,-3.604780,0.010776,0.223455,0.299092,0.997571,0.995750,0.993243,0.990821,48096,0.00003969
25,val,1.271088,0.112484,0.368928,0.789675,0.985857,0.928286,0.814093,0.851429,3846,0.00003889
25,test,1.239144,0.089349,0.363224,0.786571,0.987143,0.932429,0.810130,0.853000,3850,0.00003889
26,train,-3.718027,0.009225,0.220969,0.294017,0.997857,0.995821,0.994460,0.991857,48017,0.00003889
26,val,1.272421,0.117567,0.371440,0.783415,0.988857,0.930000,0.814613,0.855143,3846,0.00003806
26,test,1.240819,0.098768,0.364188,0.777863,0.990571,0.935286,0.809610,0.857143,3850,0.00003806
27,train,-3.731920,0.010971,0.219861,0.291427,0.997679,0.995875,0.994602,0.991839,48351,0.00003806
27,val,1.252855,0.108165,0.381239,0.763451,0.988857,0.922143,0.823713,0.854429,3846,0.00003722
27,test,1.238495,0.093249,0.368812,0.776435,0.989857,0.928286,0.818442,0.855429,3850,0.00003722
28,train,-3.910572,0.007032,0.216293,0.287290,0.998339,0.996625,0.995445,0.993179,48075,0.00003722
28,val,1.295139,0.134076,0.388554,0.772510,0.989714,0.926286,0.822413,0.856857,3846,0.00003635
28,test,1.246829,0.117329,0.373710,0.755790,0.991143,0.928857,0.821818,0.858000,3850,0.00003635
29,train,-3.955941,0.007489,0.215956,0.284567,0.998214,0.995839,0.995639,0.992625,48150,0.00003635
29,val,1.311914,0.133172,0.389128,0.789613,0.989714,0.924143,0.820073,0.853429,3846,0.00003547
29,test,1.252612,0.117712,0.387394,0.747506,0.989714,0.921286,0.831429,0.855286,3850,0.00003547
30,train,-4.024087,0.007315,0.213697,0.281754,0.998464,0.996107,0.996613,0.993482,48128,0.00003547
30,val,1.303783,0.137515,0.393110,0.773159,0.987714,0.918714,0.828133,0.852857,3846,0.00003457
30,test,1.253432,0.125824,0.382499,0.745109,0.989714,0.926571,0.830909,0.858429,3850,0.00003457
31,train,-4.102993,0.006225,0.213166,0.281750,0.998696,0.995821,0.996011,0.992786,48131,0.00003457
31,val,1.324014,0.155466,0.406540,0.762008,0.987857,0.919143,0.830993,0.855286,3846,0.00003365
31,test,1.285945,0.126638,0.408768,0.750539,0.990857,0.918429,0.828312,0.857429,3850,0.00003365
32,train,-4.099543,0.007615,0.212666,0.280590,0.998446,0.995857,0.996381,0.992946,48350,0.00003365
32,val,1.359146,0.141858,0.431781,0.785507,0.989143,0.913714,0.825013,0.850714,3846,0.00003273
32,test,1.334334,0.129043,0.417491,0.787800,0.990571,0.917286,0.821558,0.852286,3850,0.00003273
33,train,-4.243963,0.004937,0.211573,0.278067,0.999036,0.996232,0.997365,0.994179,48190,0.00003273
33,val,1.360818,0.158760,0.425415,0.776643,0.989571,0.916714,0.834373,0.858000,3846,0.00003179
33,test,1.327540,0.154691,0.416318,0.756531,0.990143,0.919429,0.828831,0.855714,3850,0.00003179
34,train,-4.236226,0.006397,0.210087,0.277055,0.998875,0.996732,0.997401,0.994643,48103,0.00003179
34,val,1.348423,0.151683,0.430298,0.766443,0.988571,0.916571,0.830213,0.855714,3846,0.00003084
34,test,1.280085,0.125388,0.420173,0.734524,0.990714,0.919286,0.835065,0.857000,3850,0.00003084
35,train,-4.362386,0.004261,0.208358,0.275800,0.999232,0.997446,0.997554,0.995518,48233,0.00003084
35,val,1.349530,0.161936,0.437111,0.750482,0.987857,0.916429,0.838274,0.857714,3846,0.00002988
35,test,1.289750,0.126347,0.425600,0.737804,0.990143,0.917571,0.834805,0.856571,3850,0.00002988
36,train,-4.368641,0.005128,0.208262,0.274759,0.998964,0.997196,0.997695,0.995286,48149,0.00002988
36,val,1.363609,0.179534,0.432086,0.751989,0.985429,0.917143,0.843994,0.862286,3846,0.00002891
36,test,1.294467,0.153852,0.422271,0.718344,0.988429,0.922143,0.846234,0.863857,3850,0.00002891
37,train,-4.502180,0.003043,0.207116,0.273840,0.999429,0.997607,0.998195,0.996107,48208,0.00002891
37,val,1.365898,0.165459,0.453460,0.746979,0.987429,0.910143,0.841654,0.856143,3846,0.00002794
37,test,1.286044,0.128658,0.422098,0.735288,0.991000,0.922714,0.843896,0.865714,3850,0.00002794
38,train,-4.437355,0.005304,0.206754,0.273152,0.999286,0.997696,0.998421,0.996429,48137,0.00002794
38,val,1.342768,0.172713,0.432660,0.737394,0.988571,0.918000,0.846334,0.865286,3846,0.00002696
38,test,1.321765,0.147854,0.436804,0.737107,0.991429,0.916857,0.841818,0.860714,3850,0.00002696
39,train,-4.593263,0.002688,0.206040,0.272144,0.999571,0.998232,0.998609,0.997018,48176,0.00002696
39,val,1.356133,0.162757,0.435003,0.758373,0.988143,0.916429,0.839834,0.858000,3846,0.00002598
39,test,1.331662,0.140449,0.430741,0.760472,0.991286,0.920000,0.838961,0.863000,3850,0.00002598
40,train,-4.561222,0.004143,0.205905,0.271129,0.999304,0.998125,0.998856,0.997018,48071,0.00002598
40,val,1.375841,0.188938,0.435531,0.751372,0.987286,0.918714,0.842434,0.863714,3846,0.00002500
40,test,1.330414,0.154727,0.424813,0.750874,0.990714,0.921286,0.840519,0.864857,3850,0.00002500
41,train,-4.700399,0.002118,0.204928,0.271052,0.999536,0.998589,0.998714,0.997446,48215,0.00002500
41,val,1.363148,0.178803,0.431137,0.753208,0.989571,0.920286,0.837493,0.863714,3846,0.00002402
41,test,1.297463,0.143472,0.418373,0.735617,0.991286,0.925857,0.842857,0.869286,3850,0.00002402
42,train,-4.702912,0.002819,0.204464,0.270521,0.999500,0.998661,0.999107,0.997857,48148,0.00002402
42,val,1.396276,0.186908,0.449466,0.759903,0.988714,0.915286,0.838794,0.859429,3846,0.00002304
42,test,1.353005,0.183402,0.423553,0.746051,0.989714,0.923857,0.839481,0.868571,3850,0.00002304
43,train,-4.733957,0.002856,0.204011,0.269931,0.999571,0.998839,0.999314,0.998196,48115,0.00002304
43,val,1.364844,0.188113,0.442998,0.733733,0.987857,0.919286,0.852574,0.869143,3846,0.00002206
43,test,1.309941,0.170319,0.430825,0.708797,0.989000,0.920571,0.851688,0.869571,3850,0.00002206
44,train,-4.824420,0.001810,0.203448,0.269724,0.999679,0.999089,0.999273,0.998393,48119,0.00002206
44,val,1.349787,0.179160,0.431146,0.739481,0.988429,0.922000,0.852574,0.870000,3846,0.00002109
44,test,1.310976,0.169059,0.435692,0.706225,0.991143,0.921286,0.851169,0.872286,3850,0.00002109
45,train,-4.884868,0.001420,0.203437,0.269312,0.999732,0.999036,0.999420,0.998536,48239,0.00002109
45,val,1.404339,0.191021,0.450073,0.763245,0.989286,0.915714,0.838794,0.861714,3846,0.00002012
45,test,1.362815,0.178317,0.425495,0.759003,0.991143,0.923571,0.842078,0.868571,3850,0.00002012
46,train,-4.862623,0.002356,0.203383,0.268690,0.999714,0.999018,0.999481,0.998607,48192,0.00002012
46,val,1.354925,0.179007,0.451499,0.724418,0.989429,0.916286,0.849454,0.868143,3846,0.00001916
46,test,1.321415,0.173272,0.431371,0.716772,0.990714,0.921857,0.851429,0.870571,3850,0.00001916
47,train,-5.004383,0.000557,0.202439,0.268540,0.999857,0.999554,0.999522,0.999125,48149,0.00001916
47,val,1.311297,0.180868,0.424278,0.706150,0.989143,0.926143,0.855954,0.876000,3846,0.00001821
47,test,1.301007,0.182446,0.423124,0.695437,0.990714,0.924000,0.858182,0.875571,3850,0.00001821
48,train,-4.931638,0.002186,0.202732,0.268306,0.999750,0.999393,0.999605,0.999036,48161,0.00001821
48,val,1.328033,0.159696,0.442124,0.726213,0.989857,0.919286,0.853614,0.870286,3846,0.00001727
48,test,1.320306,0.155435,0.441523,0.723347,0.991286,0.917286,0.855065,0.872143,3850,0.00001727
49,train,-5.064654,0.000591,0.202119,0.267849,0.999821,0.999589,0.999772,0.999321,48165,0.00001727
49,val,1.338741,0.196078,0.428371,0.714292,0.989429,0.923429,0.853094,0.875286,3846,0.00001635
49,test,1.311809,0.180387,0.435045,0.696377,0.990286,0.920714,0.861818,0.877286,3850,0.00001635
50,train,-5.085732,0.000798,0.202188,0.267772,0.999875,0.999607,0.999689,0.999321,48236,0.00001635
50,val,1.362788,0.214612,0.435674,0.712502,0.988000,0.920571,0.853874,0.874143,3846,0.00001543
50,test,1.342773,0.191673,0.426560,0.724540,0.990429,0.922857,0.846753,0.872286,3850,0.00001543
51,train,-5.072794,0.001398,0.202566,0.267562,0.999786,0.999429,0.999834,0.999232,48161,0.00001543
51,val,1.331970,0.191485,0.429581,0.710904,0.988714,0.925143,0.856994,0.877429,3846,0.00001453
51,test,1.306018,0.187120,0.424752,0.694146,0.990571,0.925143,0.857143,0.879571,3850,0.00001453
52,train,-5.089324,0.001461,0.202001,0.267631,0.999821,0.999661,0.999689,0.999375,48250,0.00001453
52,val,1.332977,0.191922,0.439900,0.701155,0.987857,0.923143,0.861154,0.876714,3846,0.00001365
52,test,1.313697,0.182438,0.430043,0.701216,0.990571,0.922429,0.853766,0.875714,3850,0.00001365
53,train,-5.189986,0.000393,0.201853,0.267524,0.999946,0.999786,0.999813,0.999625,48138,0.00001365
53,val,1.377707,0.224226,0.432782,0.720699,0.987857,0.922286,0.859074,0.876000,3846,0.00001278
53,test,1.352153,0.216342,0.426368,0.709444,0.989571,0.925000,0.855844,0.881000,3850,0.00001278
54,train,-5.147747,0.001310,0.201857,0.267323,0.999839,0.999732,0.999875,0.999589,48189,0.00001278
54,val,1.330841,0.212039,0.424441,0.694361,0.987857,0.925286,0.860634,0.881429,3846,0.00001194
54,test,1.313225,0.196246,0.420446,0.696533,0.989571,0.925714,0.858182,0.880571,3850,0.00001194
55,train,-5.153137,0.001482,0.201906,0.267191,0.999839,0.999696,0.999917,0.999607,48157,0.00001194
55,val,1.313100,0.193170,0.423946,0.695983,0.989000,0.925429,0.860894,0.879286,3846,0.00001111
55,test,1.279190,0.179536,0.417741,0.681913,0.990857,0.929000,0.865195,0.886143,3850,0.00001111
56,train,-5.265736,0.000265,0.201493,0.267338,0.999893,0.999875,0.999855,0.999732,48286,0.00001111
56,val,1.328119,0.200174,0.423436,0.704509,0.989429,0.927429,0.856214,0.880857,3846,0.00001031
56,test,1.322736,0.202538,0.429998,0.690200,0.990286,0.925143,0.863117,0.883000,3850,0.00001031
57,train,-5.258854,0.000665,0.201692,0.267052,0.999929,0.999750,0.999917,0.999661,48115,0.00001031
57,val,1.325812,0.204555,0.420444,0.700813,0.988571,0.925286,0.862975,0.880429,3846,0.00000952
57,test,1.291771,0.187663,0.429802,0.674306,0.990286,0.922429,0.865714,0.881286,3850,0.00000952
58,train,-5.315700,0.000286,0.201406,0.267114,0.999929,0.999893,0.999834,0.999732,48153,0.00000952
58,val,1.309686,0.201142,0.420456,0.688088,0.988143,0.925429,0.862975,0.882714,3846,0.00000876
58,test,1.287369,0.195301,0.415995,0.676073,0.990000,0.927429,0.865974,0.886429,3850,0.00000876
59,train,-5.364869,0.000023,0.201268,0.266927,0.999982,0.999964,0.999938,0.999911,48221,0.00000876
59,val,1.311734,0.214881,0.418059,0.678794,0.987857,0.927429,0.867915,0.884571,3846,0.00000803
59,test,1.297310,0.201801,0.412780,0.682729,0.990286,0.929429,0.865974,0.887429,3850,0.00000803
60,train,-5.349620,0.000517,0.201395,0.266959,0.999946,0.999929,0.999958,0.999893,48073,0.00000803
60,val,1.318291,0.201399,0.422066,0.694827,0.990000,0.927000,0.863755,0.883857,3846,0.00000732
60,test,1.292254,0.191984,0.422044,0.678226,0.991571,0.927571,0.861818,0.885143,3850,0.00000732
61,train,-5.408125,0.000152,0.201247,0.266855,0.999946,0.999964,0.999979,0.999929,48243,0.00000732
61,val,1.317550,0.213293,0.419871,0.684386,0.988857,0.929857,0.863495,0.886571,3846,0.00000664
61,test,1.281728,0.206884,0.409972,0.664873,0.990000,0.929429,0.868571,0.887429,3850,0.00000664
62,train,-5.367419,0.000782,0.201425,0.266790,0.999946,0.999911,0.999959,0.999875,48200,0.00000664
62,val,1.328469,0.214261,0.413738,0.700470,0.988286,0.928143,0.864535,0.883571,3846,0.00000599
62,test,1.286300,0.211637,0.404885,0.669779,0.989857,0.932429,0.868571,0.889143,3850,0.00000599
63,train,-5.455413,0.000014,0.201188,0.266754,0.999982,0.999982,0.999979,0.999964,48145,0.00000599
63,val,1.329694,0.231473,0.412881,0.685339,0.988857,0.928000,0.870255,0.888286,3846,0.00000537
63,test,1.314374,0.232520,0.419401,0.662453,0.989857,0.926286,0.868052,0.884286,3850,0.00000537
64,train,-5.413825,0.000608,0.201333,0.266810,0.999964,0.999946,0.999958,0.999946,48099,0.00000537
64,val,1.298031,0.200540,0.414565,0.682926,0.989000,0.931571,0.866875,0.889000,3846,0.00000477
64,test,1.267620,0.194165,0.410737,0.662718,0.991286,0.929000,0.874545,0.888286,3850,0.00000477
65,train,-5.479766,0.000051,0.201184,0.266691,0.999982,0.999982,1.000000,0.999982,48215,0.00000477
65,val,1.315726,0.221097,0.408163,0.686466,0.988714,0.931143,0.865315,0.888429,3846,0.00000421
65,test,1.277724,0.202567,0.411294,0.663863,0.990571,0.926286,0.867792,0.884714,3850,0.00000421
66,train,-5.490422,0.000093,0.201303,0.266726,0.999982,0.999946,1.000000,0.999946,48162,0.00000421
66,val,1.296015,0.211778,0.405162,0.679076,0.988143,0.932000,0.865055,0.890286,3846,0.00000368
66,test,1.272373,0.198429,0.407207,0.666737,0.991000,0.930000,0.866494,0.888857,3850,0.00000368
67,train,-5.514497,0.000002,0.201139,0.266652,1.000000,1.000000,1.000000,1.000000,48258,0.00000368
67,val,1.304154,0.219911,0.408228,0.676015,0.988286,0.930000,0.867915,0.888429,3846,0.00000319
67,test,1.263799,0.208746,0.401533,0.653519,0.990143,0.928714,0.869870,0.888000,3850,0.00000319
68,train,-5.527207,0.000000,0.201137,0.266667,1.000000,1.000000,1.000000,1.000000,48133,0.00000319
68,val,1.300956,0.219177,0.407854,0.673925,0.988429,0.931857,0.868435,0.890714,3846,0.00000272
68,test,1.272089,0.208802,0.405714,0.657573,0.990143,0.930714,0.869091,0.889571,3850,0.00000272
69,train,-5.534007,0.000037,0.201168,0.266710,0.999982,0.999982,0.999979,0.999964,48241,0.00000272
69,val,1.303571,0.233547,0.404467,0.665557,0.988143,0.931143,0.871295,0.891429,3846,0.00000230
69,test,1.265010,0.219715,0.397548,0.647747,0.990286,0.932857,0.872727,0.894857,3850,0.00000230
70,train,-5.534476,0.000125,0.201163,0.266631,0.999982,0.999982,1.000000,0.999982,48236,0.00000230
70,val,1.313941,0.233841,0.407346,0.672754,0.988571,0.930429,0.868175,0.889857,3846,0.00000190
70,test,1.261428,0.217960,0.402715,0.640752,0.989857,0.930286,0.873766,0.892143,3850,0.00000190
71,train,-5.550735,0.000036,0.201194,0.266665,0.999982,0.999982,1.000000,0.999982,48230,0.00000190
71,val,1.299983,0.241808,0.402541,0.655633,0.988000,0.932143,0.871295,0.891714,3846,0.00000155
71,test,1.261299,0.223720,0.401609,0.635971,0.990143,0.932143,0.878182,0.894571,3850,0.00000155
72,train,-5.560699,0.000000,0.201130,0.266642,1.000000,1.000000,1.000000,1.000000,48272,0.00000155
72,val,1.295043,0.243277,0.398569,0.653197,0.987714,0.933857,0.871555,0.893143,3846,0.00000122
72,test,1.256805,0.226142,0.398175,0.632488,0.989429,0.932571,0.877662,0.895286,3850,0.00000122
73,train,-5.565673,0.000000,0.201130,0.266648,1.000000,1.000000,1.000000,1.000000,48114,0.00000122
73,val,1.292119,0.240025,0.399407,0.652687,0.988286,0.933286,0.870515,0.893143,3846,0.00000094
73,test,1.261714,0.226011,0.401684,0.634018,0.989857,0.930714,0.876104,0.895143,3850,0.00000094
74,train,-5.569913,0.000000,0.201128,0.266636,1.000000,1.000000,1.000000,1.000000,48219,0.00000094
74,val,1.273996,0.229048,0.395338,0.649610,0.988143,0.934857,0.870515,0.893857,3846,0.00000069
74,test,1.244716,0.216095,0.398563,0.630057,0.990000,0.933000,0.878182,0.896143,3850,0.00000069
75,train,-5.572485,0.000000,0.201130,0.266616,1.000000,1.000000,1.000000,1.000000,48216,0.00000069
75,val,1.275175,0.232423,0.396377,0.646375,0.988429,0.935429,0.871555,0.894714,3846,0.00000048
75,test,1.248432,0.220716,0.397970,0.629746,0.989714,0.932286,0.877403,0.895857,3850,0.00000048
76,train,-5.574021,0.000000,0.201131,0.266646,1.000000,1.000000,1.000000,1.000000,48020,0.00000048
76,val,1.274190,0.233093,0.396005,0.645092,0.988429,0.934857,0.870255,0.893429,3846,0.00000031
76,test,1.248363,0.220989,0.398768,0.628606,0.989714,0.931286,0.878182,0.895143,3850,0.00000031
77,train,-5.575688,0.000000,0.201129,0.266652,1.000000,1.000000,1.000000,1.000000,48142,0.00000031
77,val,1.273598,0.234811,0.395295,0.643491,0.988286,0.936143,0.869995,0.894429,3846,0.00000017
77,test,1.247995,0.221161,0.399477,0.627357,0.989714,0.931714,0.878442,0.895571,3850,0.00000017
78,train,-5.576615,0.000000,0.201127,0.266631,1.000000,1.000000,1.000000,1.000000,48072,0.00000017
78,val,1.273647,0.234301,0.395903,0.643444,0.988429,0.936286,0.871035,0.895143,3846,0.00000008
78,test,1.247060,0.219976,0.399241,0.627843,0.989857,0.931714,0.878701,0.895286,3850,0.00000008
79,train,-5.576560,0.000000,0.201128,0.266645,1.000000,1.000000,1.000000,1.000000,48332,0.00000008
79,val,1.272482,0.233653,0.395790,0.643040,0.988429,0.936143,0.870255,0.894571,3846,0.00000002
79,test,1.246132,0.219564,0.398795,0.627773,0.989857,0.931571,0.877922,0.895143,3850,0.00000002
80,train,-5.576678,0.000000,0.201126,0.266615,1.000000,1.000000,1.000000,1.000000,48111,0.00000002
80,val,1.272301,0.233487,0.395732,0.643083,0.988429,0.936571,0.870775,0.895000,3846,0.00000000
80,test,1.245837,0.219311,0.398770,0.627757,0.989857,0.931714,0.877922,0.895143,3850,0.00000000
80,test_final,1.238495,0.093249,0.368812,0.776435,0.989857,0.928286,0.818442,0.855429,3850,0.00000000
